promedio_global,materias_reprobadas,edad,apoyo_familiar,minutos_traslado,horas_estudio,horas_trabajo,horas_sueno,frecuencia_IA,escuela,genero,dependientes_economicos,personas_a_cargo,apoyos_economicos,foraneo,validacion_encuesta,enfermedad_cronica,satisfaccion_carrera,ejercer_carrera
8.7,2.0,19,4,60.0,1.0,0.0,5.0,2,1,1,0,1,1,0,2,0,2,2
9.3,0.0,20,5,15.0,2.0,0.0,6.0,5,1,1,0,1,1,1,2,1,2,2
8.6,1.0,19,5,30.0,2.0,0.0,6.0,5,1,1,0,1,1,1,2,1,2,2
8.5,0.0,19,5,60.0,4.0,0.0,6.0,4,1,1,0,1,1,0,2,0,2,2
9.2,0.0,20,3,15.0,1.0,6.0,6.0,3,1,1,0,1,1,1,2,0,2,2
8.0,0.0,20,5,30.0,2.0,0.0,5.0,4,1,0,0,1,1,0,2,0,2,2
7.8,1.0,20,5,90.0,2.0,0.0,5.0,4,1,1,0,1,1,0,2,0,2,2
8.9,0.0,20,5,100.0,2.0,0.0,4.0,5,1,1,0,1,1,0,2,0,2,2
7.9,1.0,20,5,100.0,3.0,0.0,7.0,3,1,1,0,1,1,0,2,0,2,2
8.1,2.0,22,5,90.0,3.0,0.0,6.0,3,1,1,0,1,1,0,2,0,2,2
8.5,1.0,20,5,90.0,3.0,0.0,7.0,4,1,1,0,1,1,0,2,0,2,2
7.9,2.0,20,5,120.0,4.0,0.0,4.0,3,1,1,0,1,1,0,2,0,2,2
8.0,3.0,21,5,90.0,2.0,0.0,5.0,3,1,1,0,1,0,0,2,0,0,1
8.3,1.0,22,1,90.0,4.0,8.0,4.0,2,1,1,1,2,1,0,2,0,2,2
8.0,0.0,22,3,30.0,4.0,0.0,6.0,3,1,1,1,1,1,1,2,0,2,2
8.8,0.0,23,5,95.0,3.0,0.0,6.0,3,1,1,0,1,0,0,2,0,2,2
8.1,1.0,21,5,80.0,4.0,0.0,6.0,4,1,1,0,1,1,0,2,0,2,1
8.8,3.0,20,1,120.0,2.0,7.0,3.0,3,1,0,0,1,1,1,2,0,1,0
8.2,0.0,20,2,180.0,5.0,5.0,4.0,3,1,1,1,1,1,1,2,0,2,2
8.3,1.0,20,5,120.0,3.0,0.0,6.0,3,1,1,0,2,1,0,2,0,2,2
9.3,0.0,21,5,90.0,5.0,3.0,4.0,5,1,1,0,1,1,0,2,0,2,2
7.8,1.0,21,4,120.0,5.0,0.0,6.0,3,1,1,0,1,1,0,2,0,2,2
6.8,8.0,22,4,100.0,1.0,0.0,6.0,4,1,1,0,1,0,0,2,0,0,2
8.0,2.0,21,4,70.0,2.0,0.0,6.0,3,1,1,0,1,1,0,2,0,0,2
7.5,7.0,23,5,140.0,2.0,0.0,5.5,1,1,1,0,1,1,1,2,0,0,2
9.7,0.0,21,5,40.0,1.5,0.0,6.5,3,1,1,0,1,1,0,2,0,2,2
9.2,0.0,23,4,90.0,4.0,0.0,7.0,5,1,1,0,1,1,0,2,0,2,2
7.5,5.0,23,3,90.0,5.0,0.0,7.0,4,1,1,0,1,0,0,2,0,2,1
9.4,0.0,20,4,100.0,5.0,0.0,6.0,3,1,0,0,1,1,1,2,1,0,2
9.7,0.0,20,5,120.0,5.0,0.0,6.0,4,1,1,0,1,1,0,2,0,2,2
8.2,1.0,20,5,80.0,3.0,0.0,7.0,5,1,1,0,1,0,1,2,0,2,2
8.0,1.0,18,5,180.0,5.0,0.0,4.0,4,1,0,0,1,1,0,2,0,2,2
8.6,0.0,20,4,90.0,4.0,0.0,6.0,4,1,0,0,1,1,0,2,0,2,2
8.3,2.0,22,5,30.0,3.0,0.0,6.0,3,1,1,1,1,0,1,2,0,2,2
8.7,1.0,22,4,100.0,2.0,0.0,6.0,4,1,1,0,1,0,0,2,0,2,2
9.4,0.0,22,5,20.0,6.0,2.0,4.0,3,1,1,1,1,1,1,2,1,2,2
9.4,0.0,20,5,50.0,1.0,0.0,6.0,3,1,1,0,1,1,0,2,0,2,2
8.0,0.0,21,5,60.0,3.0,0.0,6.0,5,1,0,0,1,1,1,2,0,0,1
9.1,1.0,20,5,90.0,5.0,0.0,5.0,3,1,1,0,1,1,1,2,0,2,2
7.6,5.0,23,4,150.0,3.0,0.0,7.0,4,1,1,0,1,1,1,2,0,2,2
8.6,1.0,21,5,90.0,0.5,2.0,6.0,2,1,1,0,1,1,0,2,0,2,2
7.7,5.0,18,3,90.0,1.0,0.0,3.0,4,1,1,0,1,1,0,2,0,2,2
9.1,0.0,20,4,120.0,4.0,0.0,6.0,3,1,1,0,1,1,1,2,0,2,2
8.4,2.0,21,4,60.0,10.0,0.0,7.0,1,1,1,0,1,0,0,2,0,2,2
7.0,1.0,22,5,60.0,5.0,6.0,7.0,3,4,0,0,1,1,0,2,0,2,2
8.7,0.0,22,5,120.0,3.0,0.0,6.0,5,1,1,0,1,1,0,2,0,2,2
7.3,9.0,22,5,90.0,2.0,0.0,6.0,5,1,1,0,1,1,0,2,0,0,2
8.0,1.0,22,4,90.0,1.0,0.0,6.0,3,1,0,0,1,1,0,2,0,2,2
7.7,2.0,23,5,90.0,2.0,0.0,6.0,4,1,1,0,1,1,1,2,0,2,2
7.7,4.0,23,5,120.0,3.0,6.0,6.5,5,1,1,0,1,1,1,2,0,2,2
8.9,2.0,23,5,15.0,4.0,4.0,7.0,5,1,1,0,1,1,0,2,0,2,2
8.3,0.0,20,2,90.0,3.0,0.0,7.0,3,4,1,0,1,0,1,2,0,2,2
8.8,1.0,21,1,45.0,6.0,0.0,6.0,1,4,1,1,1,1,0,2,1,2,2
7.3,2.0,21,5,40.0,1.5,0.0,6.0,3,4,1,1,1,1,1,2,0,2,2
7.3,5.0,23,4,90.0,1.0,5.0,6.0,5,1,1,0,1,0,0,2,0,2,2
8.5,1.0,19,2,90.0,2.0,0.0,6.0,1,4,1,1,1,1,1,2,0,2,2
7.8,2.0,21,4,90.0,4.0,5.0,6.0,3,4,1,0,2,0,0,2,0,2,2
8.7,0.0,20,5,40.0,2.0,0.0,6.0,4,1,1,0,1,0,0,2,0,2,2
8.0,0.0,20,4,30.0,5.0,5.0,2.0,1,4,1,0,1,1,0,2,0,2,2
8.2,2.0,34,5,100.0,2.0,4.0,6.0,1,4,1,1,2,1,0,2,0,2,2
8.3,1.0,21,5,60.0,3.0,0.0,6.0,3,4,1,1,1,1,0,2,0,2,2
6.3,8.0,22,4,120.0,2.0,4.0,7.0,4,4,0,0,2,0,0,2,0,0,1
8.5,4.0,20,3,120.0,2.0,16.0,6.0,2,4,1,1,1,1,1,1,0,2,2
7.6,2.0,19,5,50.0,1.0,0.0,5.0,3,4,1,1,2,1,0,2,0,2,2
7.0,1.0,27,5,90.0,1.0,0.0,4.0,2,4,1,0,1,1,0,2,1,2,2
9.8,0.0,20,5,40.0,2.0,0.0,7.0,4,1,0,0,1,0,0,2,1,2,2
8.5,0.0,20,5,90.0,1.0,0.0,8.0,5,1,1,0,1,1,0,2,0,2,2
8.2,3.0,21,5,90.0,2.0,4.0,6.0,3,4,1,0,1,1,1,2,0,2,2
7.7,3.0,21,4,100.0,2.0,0.0,7.0,3,1,1,0,1,1,0,2,0,2,2
8.3,1.0,21,4,50.0,2.0,0.0,6.0,2,4,1,0,1,0,1,2,0,2,2
8.5,0.0,21,5,50.0,6.0,2.0,6.0,1,2,1,0,1,1,0,2,0,2,2
8.9,0.0,21,5,100.0,2.0,0.0,5.0,3,1,1,0,1,1,0,2,0,2,2
7.0,5.0,21,5,40.0,2.0,0.0,5.0,3,4,1,0,1,0,0,2,0,2,2
7.0,5.0,20,5,150.0,3.0,0.0,5.0,2,4,1,1,1,1,1,2,0,2,2
7.2,1.0,20,5,60.0,3.0,6.0,5.0,4,1,1,0,1,1,0,2,0,2,2
7.9,1.0,30,3,60.0,4.0,6.0,7.0,3,4,1,0,1,1,0,2,0,2,2
8.5,3.0,26,4,30.0,2.0,8.0,4.0,2,5,1,1,1,1,0,2,1,2,2
8.6,1.0,19,5,150.0,2.0,6.0,4.0,4,1,1,0,1,0,0,2,0,2,2
9.3,0.0,24,5,90.0,1.0,8.0,7.0,5,1,0,0,1,1,0,2,0,2,2
8.2,6.0,21,5,90.0,2.0,4.0,5.0,2,5,1,0,1,0,0,1,0,2,2
8.6,2.0,23,5,60.0,4.0,0.0,6.0,5,4,0,1,1,1,0,0,0,2,2
7.8,3.0,24,5,30.0,5.0,5.0,5.0,3,4,1,1,1,1,0,2,0,2,2
8.0,1.0,20,5,90.0,3.0,0.0,7.0,2,4,1,0,1,1,0,2,0,2,1
6.4,1.0,19,5,120.0,3.0,5.0,3.0,2,1,0,0,1,1,0,1,0,2,2
7.1,1.0,20,4,100.0,4.0,0.0,7.0,2,4,1,0,1,1,0,2,0,2,2
8.6,1.0,21,4,60.0,6.0,4.0,5.0,2,4,0,0,1,1,1,2,0,2,2
6.8,3.0,21,3,90.0,2.0,2.0,5.0,4,3,1,0,1,0,0,2,0,2,1
7.8,0.0,24,3,90.0,2.0,0.0,6.0,5,4,1,0,1,1,0,2,0,2,2
7.33,5.0,21,5,180.0,2.0,6.0,5.0,3,4,0,0,1,1,1,1,0,0,2
8.17,3.0,21,4,10.0,4.0,0.0,7.0,3,2,0,0,1,0,1,2,0,2,2
7.7,2.0,21,4,140.0,2.0,0.0,5.0,3,2,1,0,1,1,0,2,0,2,2
7.9,5.0,21,4,180.0,2.0,0.0,5.0,3,2,1,0,1,1,0,2,0,2,2
7.7,7.0,24,5,60.0,2.0,0.0,6.0,1,2,0,0,1,0,0,2,0,0,2
7.8,1.0,21,4,60.0,3.0,0.0,6.0,2,1,1,1,2,1,0,2,0,2,2
6.9,5.0,22,1,60.0,2.0,8.0,6.0,5,4,1,0,1,1,0,2,0,0,1
7.0,7.0,20,3,45.0,2.0,10.0,7.0,3,5,1,0,1,0,0,2,0,0,1
7.3,3.0,21,4,50.0,3.0,0.0,6.0,3,1,1,0,1,1,0,2,0,2,2
9.27,0.0,19,5,10.0,1.0,1.0,6.0,4,1,0,0,1,1,1,2,1,0,2
8.5,2.0,21,5,15.0,3.0,0.0,6.0,4,1,1,0,1,0,0,2,0,2,2
7.0,3.0,22,3,30.0,5.0,0.0,5.0,2,0,0,0,2,1,0,2,0,2,2
7.88,3.0,21,4,90.0,3.0,5.0,5.0,3,4,0,0,1,1,0,2,0,2,2
9.34,0.0,22,4,10.0,2.0,3.0,9.0,3,6,1,0,1,0,0,2,0,2,2
9.19,0.0,22,5,10.0,0.0,0.0,5.0,2,6,1,0,1,1,1,2,1,2,2
8.5,0.0,19,1,60.0,4.0,0.0,5.0,3,1,0,0,1,1,0,2,0,1,2
9.3,0.0,19,5,120.0,2.0,0.0,6.0,2,2,0,0,1,1,0,2,0,2,2
7.86,0.0,20,4,90.0,3.0,0.0,7.0,4,1,1,0,1,1,0,2,0,2,2
8.3,1.0,23,3,45.0,3.0,0.0,7.0,3,6,0,0,1,1,0,2,0,2,2
8.1,3.0,22,3,30.0,3.0,4.0,7.0,1,6,1,1,2,1,1,0,0,2,2
8.0,0.0,25,1,150.0,3.0,6.0,7.0,2,6,0,1,2,1,0,2,0,2,2
9.0,0.0,23,5,30.0,4.0,0.0,6.0,5,1,0,0,1,1,0,2,0,2,2
8.0,3.0,22,3,120.0,3.0,6.0,4.0,3,4,0,0,1,1,1,2,0,0,1
9.0,0.0,21,5,40.0,0.0,8.0,6.0,3,1,1,0,1,0,0,2,0,2,2
9.5,0.0,22,5,150.0,0.0,0.0,6.0,5,5,1,0,1,1,0,2,0,2,2
9.2,0.0,22,5,90.0,4.0,0.0,5.0,3,5,0,0,1,1,0,2,0,2,2
8.96,1.0,22,5,80.0,3.0,0.0,7.0,4,5,0,0,1,0,0,2,0,2,2
8.9,0.0,22,5,62.0,3.0,5.0,7.0,5,4,1,0,1,0,0,2,0,2,2
9.14,1.0,20,5,90.0,1.0,6.0,7.0,5,1,0,0,1,1,0,2,0,2,2
8.96,1.0,22,5,75.0,3.0,0.0,7.0,4,5,0,0,1,0,0,2,0,2,2
8.2,2.0,22,5,120.0,4.0,4.0,5.0,5,5,0,0,1,1,0,2,1,2,2
9.09,0.0,21,3,150.0,2.0,4.0,4.0,4,4,1,0,1,0,1,2,0,2,2
9.3,0.0,22,4,120.0,5.0,0.0,6.0,2,5,0,0,1,1,0,2,0,2,2
7.0,1.0,19,5,30.0,2.0,0.0,5.0,4,1,1,0,1,1,0,2,0,2,2
9.59,0.0,22,5,50.0,3.0,0.0,8.0,2,0,0,0,1,1,1,2,0,2,2
8.52,1.0,22,5,15.0,2.0,0.0,8.0,2,5,0,0,1,1,1,2,1,0,2
9.6,0.0,22,5,90.0,2.0,0.0,7.0,3,5,0,0,1,1,1,2,0,2,2
7.75,5.0,22,5,40.0,3.0,0.0,5.0,3,5,0,0,1,0,0,2,0,2,2
7.0,1.0,19,5,120.0,2.0,0.0,6.0,5,1,0,0,1,1,0,2,0,2,2
8.55,0.0,23,1,20.0,5.0,6.0,5.0,3,4,1,1,2,0,1,2,0,0,2
8.59,4.0,22,3,60.0,2.0,0.0,6.0,2,4,0,0,1,0,0,2,1,2,2
8.0,2.0,24,5,30.0,2.0,8.0,7.0,3,2,1,0,1,0,1,2,0,2,2
8.6,1.0,19,4,60.0,2.0,0.0,7.0,3,1,1,0,1,1,0,2,0,2,2
8.4,3.0,22,3,60.0,4.0,0.0,7.0,5,1,1,0,1,1,0,2,0,1,1
7.92,0.0,20,5,120.0,1.0,0.0,4.0,4,4,0,0,1,0,0,2,0,2,2
7.4,0.0,21,5,90.0,3.0,0.0,3.0,2,1,1,0,1,1,0,2,0,2,2
7.5,3.0,23,5,90.0,2.0,6.0,5.0,4,2,1,0,1,1,1,2,0,2,2
8.86,0.0,20,4,90.0,2.0,0.0,7.0,2,2,1,0,1,0,0,2,0,2,2
5.0,3.0,18,3,105.0,8.0,0.0,5.0,2,3,0,0,1,1,0,2,0,0,0
8.95,1.0,20,5,15.0,2.0,0.0,8.0,3,1,1,0,1,0,0,2,0,2,2
8.64,2.0,24,5,20.0,3.0,0.0,8.0,5,2,1,0,1,0,1,2,0,0,1
9.04,0.0,22,5,120.0,3.0,3.0,6.0,5,4,1,0,1,0,1,2,0,2,2
9.4,0.0,18,5,30.0,3.0,0.0,8.0,4,6,0,1,2,0,0,2,0,2,2
7.3,1.0,21,5,10.0,1.0,0.0,7.0,4,2,1,0,1,1,1,2,0,0,2
8.6,0.0,19,3,90.0,3.0,0.0,5.0,2,6,1,1,1,1,1,2,0,2,2
8.8,0.0,19,5,30.0,4.0,0.0,8.0,3,6,0,0,1,1,0,2,0,2,2
8.5,0.0,20,5,120.0,4.0,0.0,8.0,4,6,0,0,1,1,0,2,0,2,2
9.2,0.0,19,4,90.0,3.0,0.0,4.0,3,6,0,0,1,1,1,2,0,2,1
9.79,0.0,18,5,60.0,4.0,0.0,6.0,1,2,1,0,1,1,0,2,0,2,2
9.52,0.0,20,4,120.0,3.0,10.0,6.0,2,5,1,0,1,1,0,2,0,2,1
7.6,3.0,20,5,60.0,2.0,5.0,4.0,4,5,0,0,2,1,0,2,0,2,2
7.9,2.0,20,1,90.0,3.0,8.0,5.0,4,5,1,0,1,0,1,2,0,2,2
8.04,4.0,22,2,90.0,3.0,0.0,6.0,2,2,1,0,2,1,1,2,0,2,2
7.58,10.0,29,3,120.0,4.0,8.0,5.0,3,2,0,0,1,1,0,2,0,2,2
8.04,4.0,22,2,90.0,3.0,2.0,6.0,1,2,1,0,1,1,1,2,0,2,2
8.04,4.0,22,2,90.0,3.0,2.0,6.0,1,2,1,0,1,1,1,2,0,2,2
8.2,1.0,20,4,40.0,0.0,2.0,8.0,2,2,0,0,1,0,0,2,0,2,2
7.0,5.0,22,1,120.0,3.0,3.0,5.0,1,2,1,0,1,1,0,2,0,2,2
7.1,7.0,21,5,30.0,2.0,0.0,7.0,4,2,1,0,1,0,1,2,0,2,2
7.0,4.0,21,5,30.0,1.0,0.0,6.0,3,4,1,0,1,0,0,2,0,0,2
8.3,0.0,19,3,120.0,0.0,2.0,5.0,1,4,1,0,1,1,0,2,0,0,2
9.0,1.0,23,1,150.0,1.0,12.0,7.0,1,6,0,0,1,1,0,2,0,2,2
9.1,1.0,22,3,150.0,2.0,6.0,4.0,3,6,1,1,1,1,1,1,0,2,2
8.5,1.0,19,4,120.0,2.0,0.0,5.0,4,3,0,0,1,1,0,2,0,1,0
9.0,0.0,22,5,120.0,4.0,0.0,5.0,1,6,2,0,1,1,0,2,0,2,2
9.4,0.0,24,5,30.0,2.0,5.0,6.0,5,4,0,0,1,0,1,2,0,2,2
9.34,0.0,21,4,180.0,2.0,0.0,6.0,1,6,0,0,1,1,1,2,0,2,2
8.3,1.0,21,5,120.0,2.0,0.0,7.0,4,5,0,0,2,0,0,2,0,2,2
7.9,0.0,21,4,90.0,2.0,5.0,5.0,3,5,0,0,1,1,0,2,0,0,1
8.03,0.0,20,5,90.0,3.0,0.0,8.0,5,5,0,0,1,0,0,2,0,2,2
7.5,4.0,22,5,90.0,3.0,0.0,7.0,5,5,1,0,1,0,0,2,0,2,2
8.5,6.0,24,3,20.0,2.0,6.0,5.0,2,5,0,0,1,1,0,2,0,2,2
7.5,3.0,22,3,120.0,1.0,7.0,4.0,5,4,1,1,1,0,0,2,0,2,2
7.9,0.0,20,5,120.0,2.0,8.0,5.0,3,7,0,0,1,0,1,2,0,2,2
9.0,0.0,26,5,90.0,8.0,6.0,3.0,3,7,0,1,2,1,0,2,0,2,2
8.12,0.0,21,5,35.0,3.0,0.0,3.0,3,7,1,0,1,0,0,2,0,2,2
8.9,0.0,20,5,40.0,1.0,0.0,5.0,3,7,0,0,1,1,1,2,0,2,2
9.0,0.0,20,4,180.0,2.0,0.0,4.0,1,7,1,1,1,1,1,2,1,0,2
8.57,0.0,20,5,90.0,3.0,5.0,6.0,2,7,0,0,1,1,0,2,0,2,2
8.9,0.0,21,5,120.0,3.0,0.0,5.0,3,7,0,0,1,1,0,2,0,2,2
8.0,1.0,20,1,180.0,1.0,7.0,2.0,5,7,1,1,1,1,1,2,0,2,2
8.41,0.0,20,5,75.0,3.0,0.0,6.0,3,7,0,0,1,1,0,2,0,2,2
8.8,0.0,21,5,90.0,2.0,0.0,3.0,2,7,0,1,1,1,0,1,0,2,2
8.0,0.0,22,5,90.0,2.0,0.0,5.0,3,7,0,0,1,1,0,2,0,2,2
8.2,0.0,20,5,130.0,1.0,0.0,4.0,2,7,1,1,1,0,1,2,0,2,2
8.6,1.0,21,3,10.0,3.0,0.0,6.0,2,7,0,1,1,1,1,1,0,2,2
8.09,8.0,22,5,40.0,3.0,0.0,2.0,5,7,1,0,1,1,1,2,0,1,2
7.64,6.0,21,5,100.0,1.0,0.0,5.0,1,7,1,0,1,1,0,2,0,2,2
8.7,0.0,22,5,60.0,1.0,0.0,8.0,2,4,0,0,1,0,0,2,0,2,2
8.6,0.0,21,5,45.0,2.0,0.0,6.0,3,7,1,0,1,1,1,2,0,2,2
8.0,1.0,21,2,90.0,2.0,7.0,6.0,2,7,1,0,2,1,0,1,0,2,1
8.0,1.0,22,5,60.0,2.0,0.0,6.0,3,7,0,0,1,1,0,2,0,2,2
8.5,1.0,20,5,90.0,3.0,5.0,4.0,3,7,0,0,1,1,0,2,0,2,2
8.9,1.0,25,1,30.0,2.0,0.0,6.0,3,7,0,0,1,0,0,2,0,2,2
7.7,5.0,23,5,90.0,1.0,9.0,6.0,5,5,1,0,1,0,0,2,0,0,2
8.87,0.0,20,5,120.0,2.0,4.0,5.0,3,7,0,0,1,1,0,2,0,2,2
8.6,0.0,22,4,180.0,5.0,4.0,3.0,3,7,1,0,1,1,0,2,0,2,2
8.3,2.0,23,5,90.0,8.0,0.0,4.0,1,7,1,1,1,1,0,2,0,2,2
8.7,1.0,21,2,120.0,3.0,0.0,4.0,3,7,0,1,1,1,0,2,0,2,2
8.0,0.0,21,5,180.0,5.0,0.0,3.0,3,7,0,0,1,1,1,2,0,2,2
8.1,0.0,19,5,60.0,3.0,0.0,6.0,2,7,0,0,1,1,0,2,0,2,2
8.04,3.0,24,5,50.0,5.0,0.0,7.0,2,7,0,0,1,0,0,2,0,2,2
8.3,3.0,22,5,50.0,2.0,6.0,8.0,5,7,0,0,1,1,0,2,0,2,2
8.0,1.0,22,3,120.0,0.0,9.0,5.0,5,7,0,0,1,1,0,2,0,0,0
7.8,1.0,21,5,60.0,1.0,6.0,7.0,3,7,0,0,1,0,0,2,0,2,2
7.8,2.0,20,4,60.0,2.0,0.0,8.0,2,7,0,0,1,1,0,2,0,0,1
8.7,0.0,19,3,40.0,5.0,0.0,6.0,5,7,0,0,1,1,0,2,0,2,2
9.24,0.0,20,5,120.0,4.0,0.0,5.0,2,7,0,0,1,1,0,2,0,2,2
9.0,1.0,20,5,60.5,2.0,0.0,4.0,3,7,0,1,1,1,0,2,0,2,2
8.33,0.0,21,5,90.0,3.0,4.0,6.0,2,7,1,1,2,1,0,2,0,2,2
8.45,0.0,20,5,180.0,8.0,0.0,8.0,3,7,0,0,1,1,0,2,0,2,1
8.7,0.0,47,4,25.0,3.0,0.0,7.0,2,7,0,1,2,0,0,0,0,2,1
7.6,3.0,24,5,50.0,1.0,5.0,4.5,3,1,1,1,1,0,0,2,0,2,2
7.6,1.0,20,5,10.0,6.0,0.0,5.0,4,5,1,0,1,0,1,2,0,2,2
8.1,5.0,23,5,80.0,5.0,5.0,6.0,4,5,1,0,1,1,0,2,0,0,2
8.4,2.0,20,3,120.0,2.0,8.0,6.0,2,7,1,0,1,0,1,2,0,0,2
8.4,2.0,23,5,150.0,3.0,0.0,6.0,4,7,0,0,1,1,0,2,0,2,2
8.2,2.0,20,5,60.0,3.0,0.0,5.0,4,6,0,0,1,0,0,2,0,2,2
8.84,1.0,23,2,120.0,2.0,0.0,6.0,4,5,1,0,1,1,0,2,0,2,2
8.0,0.0,22,5,70.0,3.0,0.0,6.0,2,7,1,0,1,1,0,2,0,2,2
7.2,4.0,19,2,20.0,1.0,6.0,4.0,1,5,0,1,2,1,1,2,1,2,2
9.0,0.0,22,4,60.0,2.0,0.0,4.0,2,7,0,0,1,1,0,2,0,2,2
7.45,1.0,22,5,90.0,4.0,0.0,7.0,3,7,1,1,1,1,0,2,0,2,2
6.0,4.0,21,5,23.0,2.0,3.0,6.0,2,5,1,0,1,0,1,0,1,2,2
7.8,2.0,23,5,120.0,2.0,4.0,4.0,3,7,0,0,1,0,0,2,0,2,2
9.8,2.0,22,5,180.0,2.0,0.0,5.0,2,5,1,0,2,1,1,2,0,2,2
7.0,3.0,19,4,20.0,3.0,6.0,6.0,2,5,1,0,1,1,1,2,0,2,2
7.5,1.0,19,3,90.0,4.0,0.0,5.0,4,5,1,0,1,1,0,2,0,0,2
6.23,6.0,20,5,15.0,3.0,0.0,5.0,5,5,1,0,1,0,1,2,0,0,2
8.7,0.0,19,5,60.0,5.0,3.0,5.0,2,6,0,1,1,1,0,2,0,2,2
9.7,0.0,21,5,120.0,3.0,6.0,7.0,3,6,0,0,1,1,0,2,0,2,2
8.2,1.0,19,4,150.0,1.0,0.0,5.0,3,6,0,0,1,0,0,2,0,2,2
4.57,5.0,21,5,120.0,2.0,10.0,6.0,3,5,0,0,1,1,1,2,0,2,2
6.58,6.0,25,5,40.0,3.0,6.0,9.0,4,5,1,0,1,1,0,2,0,2,2
7.7,1.0,22,2,120.0,4.0,0.0,6.0,3,5,1,1,1,1,1,2,0,2,2
6.0,4.0,21,3,120.0,4.0,0.0,5.0,1,3,0,0,1,1,0,2,0,2,2
7.2,10.0,22,5,60.0,2.0,0.0,3.0,3,4,1,0,1,1,0,2,0,2,2
7.2,3.0,22,5,120.0,3.0,0.0,4.0,3,4,1,0,1,0,0,2,1,2,2
7.9,3.0,20,5,15.0,6.0,0.0,7.0,1,2,1,0,1,1,1,2,0,2,2
7.53,2.0,21,5,15.0,3.0,0.0,6.0,3,3,0,0,1,1,1,2,0,2,2
7.2,5.0,21,1,90.0,2.0,10.0,6.0,1,4,1,0,2,1,1,2,0,2,2
9.02,0.0,22,5,90.0,3.0,0.0,5.0,3,6,1,0,1,1,0,2,0,2,2
7.5,2.0,27,3,90.0,3.0,5.0,6.0,5,4,1,0,1,0,0,2,0,2,2
6.0,3.0,19,3,180.0,2.0,7.0,4.0,3,4,0,1,2,0,1,2,1,0,1
7.0,3.0,20,2,120.0,2.0,8.0,4.0,2,4,0,0,1,1,1,2,0,0,1
7.2,5.0,24,4,110.0,3.0,0.0,5.0,1,4,1,0,1,1,1,2,0,2,1
8.0,0.0,20,4,70.0,3.0,8.0,4.0,3,4,1,0,1,1,0,2,0,2,2
6.33,1.0,19,5,60.0,2.0,0.0,6.0,5,4,1,0,1,1,1,2,0,2,2
8.0,0.0,19,5,180.0,4.0,0.0,6.0,2,4,0,0,1,1,1,2,1,2,2
8.0,2.0,21,4,60.0,3.0,2.0,7.0,5,4,1,1,1,1,0,2,0,2,2
8.0,2.0,20,4,120.0,3.0,0.0,5.0,3,4,1,1,1,1,0,2,0,2,2
6.0,2.0,19,4,90.0,2.0,0.0,8.0,3,4,0,0,1,0,0,2,0,2,2
7.0,5.0,24,4,90.0,3.0,0.0,6.0,2,4,1,0,1,1,0,2,0,2,2
7.0,0.0,25,2,120.0,2.0,9.0,5.0,1,4,0,0,1,1,0,2,0,2,2
7.5,0.0,23,5,10.0,3.0,2.0,5.0,3,4,1,0,1,0,0,2,0,2,2
6.78,4.0,22,5,180.0,2.0,7.0,5.0,3,2,1,1,1,1,1,2,0,2,2
6.0,0.0,25,2,120.0,2.0,9.0,4.0,1,4,0,1,1,1,0,2,0,2,2
8.7,10.0,20,5,120.0,2.0,0.0,5.0,4,2,1,1,1,1,0,2,0,2,2
7.67,6.0,23,3,100.0,2.0,1.0,6.0,4,2,1,0,1,1,0,2,0,2,2
9.3,0.0,20,5,100.0,2.0,2.0,5.0,3,2,0,0,1,1,0,2,0,2,2
6.5,1.0,25,2,120.0,3.0,8.0,5.0,2,4,0,1,1,1,0,2,0,2,2
5.5,3.0,20,5,30.0,1.0,0.0,6.0,5,4,1,0,1,1,0,2,0,2,2
6.5,1.0,25,2,120.0,2.5,9.0,5.0,1,4,0,1,1,1,0,2,0,2,1
8.0,0.0,20,5,60.0,2.0,0.0,6.0,3,4,0,1,2,1,0,2,0,2,1
7.6,3.0,21,5,90.0,2.0,0.0,4.0,3,4,1,0,1,1,0,2,0,2,2
7.3,1.0,21,4,60.0,2.0,14.0,6.0,3,4,1,0,1,1,1,2,0,2,2
8.5,0.0,19,5,50.0,3.0,0.0,4.0,4,4,0,0,1,1,0,2,0,2,2
7.77,3.0,23,3,180.0,3.0,2.0,7.0,3,2,0,0,1,1,1,2,0,2,2
8.88,0.0,31,5,20.0,2.0,0.0,7.0,4,4,1,0,1,1,1,2,0,2,2
7.0,4.0,27,1,90.0,4.0,8.0,2.0,1,4,0,0,1,1,0,2,0,2,2
7.4,3.0,24,3,90.0,3.0,0.0,4.0,3,4,1,0,1,1,0,2,0,0,2
7.33,2.0,20,5,180.0,6.0,0.0,3.0,3,4,1,0,1,1,0,1,0,2,1
8.0,2.0,20,5,90.0,2.0,0.0,6.0,1,4,1,1,1,1,0,1,0,2,2
9.0,1.0,22,4,150.0,6.0,0.0,4.0,2,2,0,1,1,1,1,2,1,2,2
9.01,1.0,23,4,60.0,6.0,5.0,7.0,2,2,0,1,1,1,0,2,0,2,2
7.1,6.0,23,5,150.0,2.0,0.0,6.0,3,2,1,0,1,1,0,2,0,0,2
8.0,4.0,19,3,60.0,2.0,10.0,5.0,3,4,1,1,1,0,1,2,0,2,2
8.0,1.0,19,1,120.0,2.0,6.0,6.0,3,4,0,0,2,0,1,0,0,2,2
7.6,5.0,20,5,120.0,2.0,0.0,4.0,2,4,1,1,1,1,0,2,0,2,2
